Player,Inns,Wkts,Ave,Econ,SR,Z_Wkts,Z_Ave,Z_Econ,Z_SR,Overall_Score
T Thushara,38.0,50.0,27.86,4.98,33.5,-0.5504645153204929,-0.6595784049830816,0.3556520423924863,-0.9159940508862424,0.1673639745390862
DR Tuffey,92.0,110.0,32.12,4.89,39.3,0.23520893443524188,-0.24386002463327278,0.2023285544305185,-0.38734966380163927,0.16602251710990884
CR Woakes,95.0,142.0,30.47,5.59,32.6,0.6542347743049671,-0.40487770716312826,1.394844571912481,-0.9980250764683359,0.16557324650598762
PM Seelaar,41.0,50.0,29.52,4.65,38.0,-0.5504645153204929,-0.49758485771062083,-0.2065340801347245,-0.5058389229757743,0.16487333637515666
TG Southee,138.0,186.0,34.26,5.44,37.7,1.2303953041258393,-0.03502496971576299,1.1393054253092043,-0.5331825981698052,0.16482436167555078
AR White,35.0,25.0,27.52,4.75,34.7,-0.8778284527187157,-0.692757806231658,-0.03617464906587337,-0.8066193501101173,0.16443083817223325
HDPK Dharmasena,134.0,138.0,36.21,4.27,50.7,0.6018565443212515,0.1552686550922485,-0.8538999181963624,0.6517099935715474,0.16219445346345446
JM Davison,31.0,36.0,29.63,4.46,39.8,-0.7337883202634976,-0.4868503455419638,-0.5302169991655434,-0.3417768718115872,0.15626397406389922
Dawlat Zadran,80.0,115.0,29.76,5.44,32.7,0.30068172191488646,-0.47416410388809616,1.1393054253092043,-0.9889105180703254,0.15611272964102593
MA Ealham,62.0,67.0,32.79,4.08,48.1,-0.32785703788970133,-0.17847708687872516,-1.17758283722718,0.4147314752232767,0.15336785274823178
RJ Shastri,136.0,129.0,36.04,4.21,51.2,0.4840055268578912,0.13867895446796016,-0.9561155768376728,0.6972827855615994,0.1510398409165011
DT Johnston,63.0,66.0,32.04,4.33,44.3,-0.34095159538563025,-0.2516669425741141,-0.7516842595550505,0.06837825609888096,0.14850533766116333
Mohammad Irfan,60.0,83.0,30.71,4.91,37.4,-0.11834411795483875,-0.3814569533406036,0.23640044064428964,-0.5605262733638368,0.146809667026328
TL Chatara,70.0,95.0,30.57,5.08,36.1,0.0387905719963082,-0.3951190597370763,0.5260114734613375,-0.6790155325379718,0.1467284227025047
AD Mathews,155.0,115.0,33.97,4.61,44.2,0.30068172191488646,-0.06332504725131329,-0.27467785256226523,0.059263697700871074,0.14485523100689848
KLT Arthurton,44.0,42.0,27.59,5.02,32.9,-0.6552209752879241,-0.6859267530334217,0.4237958148200256,-0.970681401274305,0.14439784104994424
SLV Raju,52.0,63.0,31.96,4.36,43.9,-0.380235267873417,-0.2594738605149554,-0.7005764302343945,0.03192002250683947,0.13697375009227336
WJ Cronje,153.0,114.0,34.78,4.44,46.9,0.28758716441895754,0.015719996899706972,-0.5642888853793131,0.3053567744471516,0.13269981961285301
Naved-ul-Hasan,72.0,110.0,29.28,5.57,31.5,0.23520893443524188,-0.5210056115331452,1.3607726856987112,-1.0982852188464505,0.12343176977903159
DS Mohanty,44.0,57.0,29.15,4.99,35.0,-0.4588026128489905,-0.5336918531870127,0.37268798549937115,-0.7792756749160864,0.12036923243868437
SB Styris,161.0,137.0,35.32,4.74,44.6,0.5887619868253225,0.06841669300038691,-0.05321059217275818,0.09572193129291257,0.11945848867619531
EC Rainsford,39.0,45.0,31.13,4.4,42.3,-0.6159373028001375,-0.340470634151186,-0.6324326578068539,-0.11391291186132713,0.11771972525480738
LE Plunkett,87.0,135.0,29.7,5.81,30.6,0.5625728718334647,-0.48001929234372753,1.7696353202639543,-1.180316244428544,0.11331827208544548
DBL Powell,55.0,71.0,31.53,4.71,40.1,-0.2754788079059857,-0.30143604444697836,-0.10431842149341412,-0.31443319661755564,0.1111772136629906
RW Price,99.0,100.0,35.75,3.99,53.7,0.10426335947595276,0.11037887693240986,-1.3309063251891462,0.9251467455118595,0.0999110155552074
AR Patel,35.0,45.0,31.31,4.43,42.4,-0.6159373028001375,-0.32290506878429265,-0.5813248284861994,-0.10479835346331659,0.09827273698341779
Shadab Khan,41.0,59.0,29.66,5.02,35.3,-0.43261349785713266,-0.4839227513141482,0.4237958148200256,-0.7519319997220554,0.09486135958976133
AU Rashid,93.0,143.0,31.79,5.62,33.9,0.667329331800896,-0.27606356113924374,1.4459524012331368,-0.8795358172942009,0.09424407725030098
NLTC Perera,152.0,171.0,32.49,5.83,33.3,1.0339769416869056,-0.20775302915688046,1.8037072064777255,-0.9342231676822635,0.09306148301208103
T Mupariwa,40.0,57.0,29.64,5.02,35.4,-0.4588026128489905,-0.4858744807993585,0.4237958148200256,-0.7428174413240449,0.08652337361359684
Iftikhar Anjum,60.0,77.0,31.55,4.92,38.4,-0.19691146293041223,-0.29948431496176803,0.25343638375117444,-0.46938068938373273,0.07962928941597852
B Kumar,113.0,132.0,34.6,5.02,41.2,0.523289199345678,-0.0018455684671863427,0.4237958148200256,-0.21417305423944105,0.07887800180806993
IVA Richards,131.0,118.0,35.83,4.49,47.8,0.3399653944026732,0.11818579487325119,-0.4791091698448875,0.3873878000292451,0.07837524233626611
K Srikkanth,33.0,25.0,25.64,5.4,28.4,-0.8778284527187157,-0.8762203778414327,1.0711616528816634,-1.380836529184773,0.07701670035645664
KJ O'Brien,113.0,113.0,32.49,5.21,37.3,0.2744926069230286,-0.20775302915688046,0.7474787338508445,-0.5696408317618473,0.07610193349772798
GC Small,53.0,58.0,33.48,4.17,48.1,-0.44570805535306157,-0.11114241963896758,-1.0242593492652134,0.4147314752232767,0.06874055958196068
WD Parnell,61.0,94.0,29.12,5.64,30.9,0.02569601450037929,-0.5366194474148281,1.4800242874469065,-1.152972569234513,0.05881593592570347
A Dananjaya,34.0,51.0,29.52,5.09,34.7,-0.537369957824564,-0.49758485771062083,0.5430474165682223,-0.8066193501101173,0.05594670835698795
PT Collins,30.0,39.0,31.07,4.61,40.4,-0.6945046477757109,-0.346325822606817,-0.27467785256226523,-0.2870895214235247,0.05339713720422401
FH Edwards,49.0,60.0,30.2,5.08,35.6,-0.41951894036120374,-0.43122605521346824,0.5260114734613375,-0.7245883245280238,0.052570991479737705
E Schiferli,30.0,33.0,30.54,4.67,39.2,-0.7730719927512844,-0.3980466539648919,-0.17246219392095488,-0.3964642221996491,0.04847526933355289
RM Haq,51.0,60.0,32.91,4.5,43.8,-0.41951894036120374,-0.16676670996746318,-0.4620732267380027,0.022805464108828943,0.0466288830588583
EA Brandes,59.0,70.0,32.37,4.8,40.4,-0.28857336540191464,-0.21946340606814313,0.04900506646855219,-0.2870895214235247,0.042243623905300245
RDM Leverock,32.0,34.0,33.02,4.0,49.5,-0.7599774352553554,-0.1560321977988055,-1.3138703820822613,0.5423352927954223,0.04189746295757227
PV Simmons,103.0,83.0,34.65,4.44,46.7,-0.11834411795483875,0.003033755245839308,-0.5642888853793131,0.2871276576511312,0.038945838631875965
Hasan Ali,51.0,82.0,29.03,5.6,31.0,-0.13143867545076765,-0.5454022300982747,1.4118805150193658,-1.1438580108365026,0.036485262616160974
CD Collymore,80.0,83.0,35.22,4.3,49.0,-0.11834411795483875,0.05865804557433492,-0.8027920888757064,0.4967625008053702,0.03225685613529064
WW Davis,35.0,39.0,33.38,4.06,49.3,-0.6945046477757109,-0.12090106706501888,-1.211654723440951,0.5241061759994011,0.028486241682714464
Mohammad Hafeez,177.0,139.0,38.84,4.18,55.6,0.6149511018171804,0.41192108239741254,-1.0072234061583287,1.098323355074057,0.027982517626009895
SO Tikolo,99.0,94.0,34.2,4.8,42.7,0.02569601450037929,-0.04088015817139363,0.04900506646855219,-0.07745467826928498,0.023756446118126426
BA Reid,61.0,63.0,34.96,4.06,51.5,-0.380235267873417,0.03328556226660028,-1.211654723440951,0.7246264607556303,0.018376858136325835
JR Ratnayeke,76.0,85.0,33.71,4.81,42.0,-0.09215500296298093,-0.08869753055904792,0.066041009575437,-0.14125658705535807,0.017939526268997013
N Boje,108.0,96.0,35.57,4.51,47.3,0.051885129492237114,0.09281331156551655,-0.4450372836311179,0.34181500803919307,0.01557352337966135
I Sharma,78.0,115.0,30.98,5.72,32.4,0.30068172191488646,-0.3551086052902636,1.616311832301988,-1.016254193264357,0.013933172041879743
JP Faulkner,67.0,96.0,30.85,5.53,33.4,0.051885129492237114,-0.36779484694413095,1.2926289132711706,-0.925108609284253,0.01303991811236263
JAR Blain,32.0,41.0,28.6,5.29,32.4,-0.668315532783853,-0.5873644140302977,0.8837662787059261,-1.016254193264357,0.012884198951218895
H Osinde,41.0,45.0,30.86,4.92,37.6,-0.6159373028001375,-0.366818982201526,0.25343638375117444,-0.5422971565678157,0.009935613054507436
CJ Anderson,43.0,60.0,25.03,6.06,24.7,-0.41951894036120374,-0.935748127140349,2.1955338979360834,-1.7180751899111582,0.009692619688555004
Shoaib Malik,217.0,158.0,39.18,4.66,50.3,0.8637476942398297,0.44510048364598853,-0.18949813702783969,0.6152517599795052,-0.001776603089456097
Saleem Malik,120.0,89.0,33.24,5.06,39.3,-0.039776772979265275,-0.13456317346149152,0.4919395872475663,-0.38734966380163927,-0.0024508807409251987
Mohammad Rafique,124.0,125.0,37.91,4.43,51.3,0.43162729687417556,0.32116566133512964,-0.5813248284861994,0.7063973439596093,-0.003652719983590985
Arshad Khan,56.0,56.0,34.78,4.14,50.4,-0.4718971703449194,0.015719996899706972,-1.0753671785858694,0.6243663183775158,-0.00915407675906818
RAS Lakmal,83.0,107.0,32.5,5.45,35.7,0.19592526194745516,-0.20677716441427546,1.156341368416089,-0.7154737661300132,-0.009541293981086302
Syed Rasel,52.0,61.0,33.62,4.63,43.5,-0.4064243828652748,-0.09748031324249493,-0.24060596634849563,-0.004538211085202012,-0.015949973047270558
JM Kemp,48.0,32.0,31.71,4.67,40.7,-0.7861665502472133,-0.28387047908008506,-0.17246219392095488,-0.2597458462294931,-0.01752200775417008
ME Waugh,120.0,85.0,34.56,4.78,43.3,-0.09215500296298093,-0.005749027437607002,0.014933180254782573,-0.022767327881223078,-0.01964295697473336
MJ McClenaghan,45.0,82.0,28.2,5.94,28.4,-0.13143867545076765,-0.6263990037345053,1.9911025806534628,-1.380836529184773,-0.028826430796238034
SJ Harmison,57.0,76.0,32.64,5.13,38.1,-0.21000602042634114,-0.19311505801780282,0.6111911889957631,-0.4967243645777637,-0.03283944670663441
MD Crowe,46.0,29.0,32.89,4.41,44.6,-0.825450222735,-0.16871843945267317,-0.615396714699969,0.09572193129291257,-0.03426424996881759
GRJ Matthews,54.0,57.0,35.15,4.28,49.2,-0.4588026128489905,0.05182699237609859,-0.8368639750894761,0.5149916176013913,-0.04718931193425108
AR Adams,40.0,53.0,31.0,5.22,35.5,-0.5111808428327062,-0.3531568758050533,0.7645146769577293,-0.7337028829260344,-0.04720894026483696
A Symonds,158.0,133.0,37.25,5.0,44.6,0.5363837568416069,0.2567585883231877,0.38972392860625593,0.09572193129291257,-0.05145517284518733
CE Cuffy,41.0,41.0,35.02,4.0,52.5,-0.668315532783853,0.03914075072223162,-1.3138703820822613,0.8157720447357344,-0.05233948653988946
AL Phehlukwayo,50.0,65.0,29.78,5.59,31.9,-0.35404615288155916,-0.4722123744028858,1.394844571912481,-1.061826985254409,-0.0537128412841863
Mohammad Asif,36.0,46.0,33.13,4.71,42.1,-0.6028427453042086,-0.14529768563014853,-0.10431842149341412,-0.13214202865734753,-0.055271152380824584
Nazmul Hossain,37.0,44.0,31.5,5.04,37.4,-0.6290318602960664,-0.30436363867479405,0.4578677010337967,-0.5605262733638368,-0.05550241232280806
HS Baidwan,32.0,44.0,30.63,5.21,35.2,-0.6290318602960664,-0.3892638712814453,0.7474787338508445,-0.7610465581200653,-0.05655004118635007
Rohan Mustafa,33.0,38.0,32.76,4.71,41.6,-0.7075992052716398,-0.18140468110654082,-0.10431842149341412,-0.17771482064739957,-0.061040320506071305
NM Hauritz,56.0,63.0,34.15,4.74,43.2,-0.380235267873417,-0.04575948188441997,-0.05321059217275818,-0.03188188627923297,-0.062345826884251464
RJ Ratnayake,70.0,76.0,35.68,4.55,47.0,-0.21000602042634114,0.10354782373417354,-0.3768935112035771,0.31447133284516215,-0.06278291645052493
DG Cork,32.0,41.0,33.36,4.63,43.2,-0.668315532783853,-0.12285279655022956,-0.24060596634849563,-0.03188188627923297,-0.06824372090147374
JR Thomson,50.0,55.0,35.3,4.32,49.0,-0.4849917278408483,0.06646496351517624,-0.7687202026619353,0.4967625008053702,-0.06987474737486488
Saleem Jaffar,39.0,40.0,34.55,4.36,47.5,-0.6814100902797819,-0.0067248921802126865,-0.7005764302343945,0.36004412483521414,-0.08353822317509722
JR Hopes,75.0,67.0,35.58,4.53,47.1,-0.32785703788970133,0.09378917630812154,-0.4109653974173468,0.32358589124317266,-0.0835666770059122
Rubel Hossain,99.0,126.0,34.12,5.68,36.0,0.4447218543701045,-0.04868707611223564,1.5481680598744472,-0.6881300909359823,-0.09165725961403118
NM Coulter-Nile,32.0,52.0,29.9,5.56,32.2,-0.5242754003286351,-0.46050199749162385,1.343736742591825,-1.0344833100603774,-0.09325670884211468
U Bhatti,35.0,33.0,34.81,4.22,49.3,-0.7730719927512844,0.01864759112752264,-0.939079633730788,0.5241061759994011,-0.09418653153685505
WW Hinds,34.0,28.0,29.89,5.31,33.7,-0.8385447802309289,-0.4614778622342289,0.9178381649196956,-0.8977649340902214,-0.09928503720654358
SB Joshi,67.0,69.0,36.36,4.44,49.0,-0.3016679228978435,0.16990662623132613,-0.5642888853793131,0.4967625008053702,-0.10101204113880669
BM McMillan,75.0,70.0,36.98,4.28,51.7,-0.28857336540191464,0.2304102402728474,-0.8368639750894761,0.7428555775516514,-0.10624380203423436
Azhar Mahmood,139.0,123.0,39.13,4.62,50.7,0.4054381818823177,0.44022115993296285,-0.25764190945538046,0.6517099935715474,-0.107212765541703
GD Elliott,56.0,39.0,30.23,5.43,33.3,-0.6945046477757109,-0.42829846098565255,1.1222694822023178,-0.9342231676822635,-0.11356312532752813
JO Holder,108.0,133.0,35.91,5.53,38.9,0.5363837568416069,0.1259927128140925,1.2926289132711706,-0.42380789739368074,-0.11460749296249387
AJ Hollioake,32.0,32.0,31.84,5.06,37.7,-0.7861665502472133,-0.2711842374262177,0.4919395872475663,-0.5331825981698052,-0.11843482547468917
TT Bresnan,84.0,109.0,34.98,5.42,38.7,0.222114376939313,0.035237291751810264,1.105233539095433,-0.44203701418970115,-0.11907985992955729
AR McBrine,40.0,42.0,35.45,4.36,48.6,-0.6552209752879241,0.08110293465425457,-0.7005764302343945,0.46030426721332873,-0.12401293673027822
EE Hemmings,32.0,37.0,34.97,4.43,47.3,-0.7206937627675687,0.03426142700920527,-0.5813248284861994,0.34181500803919307,-0.12886134233244192
C Sharma,63.0,67.0,34.86,4.94,42.3,-0.32785703788970133,0.02352691484054829,0.2875082699649456,-0.11391291186132713,-0.13124482770846702
RJ Peterson,74.0,75.0,35.73,4.9,43.7,-0.22310057792227006,0.10842714744719918,0.21936449753740483,0.013690905710819056,-0.14114578215442328
GH Dockrell,85.0,89.0,37.38,4.71,47.5,-0.039776772979265275,0.2694448299770554,-0.10431842149341412,0.36004412483521414,-0.14123682657453018
SB O'Connor,38.0,46.0,30.34,5.63,32.3,-0.6028427453042086,-0.41756394881699554,1.4629883443400218,-1.0253687516623675,-0.15572459729121685
SMSM Senanayake,47.0,53.0,35.35,4.76,44.4,-0.5111808428327062,0.07134428722820257,-0.01913870595898856,0.0774928144968915,-0.1602198096497029
RP Snell,42.0,44.0,35.77,4.5,47.6,-0.6290318602960664,0.11233060641762053,-0.4620732267380027,0.3691586832332247,-0.16211198080222722
PL Symcox,80.0,72.0,38.36,4.15,55.4,-0.2623842504100568,0.36507957475236325,-1.0583312354789831,1.0800942382780359,-0.1623067069903682
GP Wickramasinghe,132.0,109.0,39.64,4.53,52.4,0.222114376939313,0.4899902618058271,-0.4109653974173468,0.8066574863377238,-0.16589199344672279
NJ Astle,159.0,99.0,38.47,4.71,48.9,0.09116880198002385,0.37581408692102025,-0.10431842149341412,0.4876479424073597,-0.1669937014637355
Wahab Riaz,88.0,115.0,34.87,5.71,36.6,0.30068172191488646,0.02450277958315328,1.599275889195103,-0.6334427405479198,-0.17241355157886254
AC Evans,35.0,46.0,32.58,5.35,36.4,-0.6028427453042086,-0.19897024647343414,0.9859819373472364,-0.6516718573439408,-0.18454564470851748
JC Adams,56.0,43.0,34.86,4.84,43.1,-0.6421264177919953,0.02352691484054829,0.11714883889609294,-0.0409964446772435,-0.18545143171284825
BC Strang,48.0,46.0,37.34,4.13,54.2,-0.6028427453042086,0.2655413710066347,-1.0924031216927543,0.9707195375019115,-0.1866751330300001
JV Coney,70.0,54.0,37.75,4.17,54.2,-0.49808628533677723,0.305551825453447,-1.0242593492652134,0.9707195375019115,-0.18752457475673057
PD Collingwood,151.0,111.0,38.68,4.96,46.7,0.2483034919311708,0.39630724651572924,0.3215801561787152,0.2871276576511312,-0.1891778921036012
Gulbadin Naib,60.0,59.0,33.35,5.38,37.1,-0.43261349785713266,-0.12382866129283454,1.0370897666678924,-0.5878699485578678,-0.18950116366858072
Shabbir Ahmed,32.0,33.0,36.12,4.35,49.7,-0.7730719927512844,0.14648587240880148,-0.7176123733412809,0.5605644095914433,-0.19062747535256205
JS Patel,42.0,49.0,34.51,5.03,41.1,-0.5635590728164218,-0.010628351150633345,0.4408317579269119,-0.2232876126374516,-0.19261871673881223
MJ Santner,64.0,69.0,36.37,4.89,44.6,-0.3016679228978435,0.17088249097393113,0.2023285544305185,0.09572193129291257,-0.1926502248988014
AF Giles,57.0,55.0,37.61,4.34,51.9,-0.4849917278408483,0.29188971905697436,-0.7346483164481658,0.7610846943476718,-0.20082945619933218
P Kumar,67.0,77.0,36.02,5.13,42.1,-0.19691146293041223,0.1367272249827502,0.6111911889957631,-0.13214202865734753,-0.2031719620628945
Rizwan Cheema,32.0,32.0,34.21,4.93,41.5,-0.7861665502472133,-0.03990429342878864,0.2704723268580593,-0.18682937904541008,-0.20747630115776844
GB Brent,69.0,75.0,37.01,4.91,45.2,-0.22310057792227006,0.23333783450066306,0.23640044064428964,0.15040928168097512,-0.21081203368704948
PW Borren,51.0,46.0,35.21,4.91,43.0,-0.6028427453042086,0.05768218083172993,0.23640044064428964,-0.05011100307525403,-0.21170359092624352
Mohammad Naveed,39.0,53.0,33.15,5.43,36.5,-0.5111808428327062,-0.14334595614493853,1.1222694822023178,-0.6425572989459303,-0.2118867674860388
AD Russell,55.0,70.0,31.84,5.84,32.7,-0.28857336540191464,-0.2711842374262177,1.8207431495846103,-0.9889105180703254,-0.21230543987249542
RP Singh,57.0,69.0,33.95,5.48,37.1,-0.3016679228978435,-0.06527677673652327,1.207449197736745,-0.5878699485578678,-0.21399259883504934
Yuvraj Singh,161.0,111.0,38.68,5.1,45.4,0.2483034919311708,0.39630724651572924,0.560083359675107,0.16863839847699555,-0.21918137818416525
NC Johnson,39.0,35.0,34.85,4.87,42.9,-0.7468828777594265,0.0225510500979433,0.1682566682167489,-0.05922556147326457,-0.21961625865021356
PA de Silva,156.0,106.0,39.4,4.86,48.5,0.18283070445152624,0.4665695079833025,0.1512207251098641,0.4511897088153182,-0.22153730936423965
GA Hick,47.0,30.0,34.2,4.98,41.2,-0.8123556652390711,-0.04088015817139363,0.3556520423924863,-0.21417305423944105,-0.22823862380518067
UT Yadav,73.0,106.0,33.63,6.01,33.5,0.18283070445152624,-0.09650444849988923,2.1103541824016583,-0.9159940508862424,-0.2287562446410001
SC Ganguly,171.0,100.0,38.49,5.06,45.6,0.10426335947595276,0.3777658164062309,0.4919395872475663,0.1868675152730166,-0.23807738986271526
DR Pringle,44.0,44.0,38.11,4.22,54.0,-0.6290318602960664,0.3406829561872336,-0.939079633730788,0.9524904207058904,-0.24578140086460062
Sohail Tanvir,60.0,71.0,36.14,5.22,41.5,-0.2754788079059857,0.14843760189401217,0.7645146769577293,-0.18682937904541008,-0.2504004269280793
NO Miller,46.0,45.0,36.88,4.68,47.2,-0.6159373028001375,0.22065159284679609,-0.15542625081407008,0.3327004496411832,-0.2534657736185117
GW Flower,156.0,104.0,40.62,4.64,52.5,0.1566415894596684,0.585625006581135,-0.22357002324161082,0.8157720447357344,-0.2552963596538975
Tahir Naqqash,37.0,34.0,36.47,4.66,46.9,-0.7599774352553554,0.1806411383999831,-0.18949813702783969,0.3053567744471516,-0.2641193027686626
TM Moody,66.0,52.0,38.73,4.32,53.7,-0.5242754003286351,0.40118657022875487,-0.7687202026619353,0.9251467455118595,-0.27047212835182854
JF Mooney,50.0,48.0,34.06,5.45,37.4,-0.5766536303123507,-0.05454226456786628,1.156341368416089,-0.5605262733638368,-0.2794816151991842
RDB Croft,49.0,45.0,38.73,4.24,54.8,-0.6159373028001375,0.40118657022875487,-0.9050077475170168,1.0254068878899734,-0.2843807533504622
DP Viljoen,46.0,44.0,37.25,4.73,47.1,-0.6290318602960664,0.2567585883231877,-0.07024653527964299,0.32358589124317266,-0.28478245114569595
JDS Neesham,55.0,59.0,30.74,6.14,30.0,-0.43261349785713266,-0.3785293591127883,2.331821442791165,-1.2350035948166065,-0.2877254966797258
Shapoor Zadran,44.0,43.0,36.95,4.8,46.1,-0.6421264177919953,0.2274826460450324,0.04900506646855219,0.23244030726306864,-0.28776360939216217
Abdur Rehman,31.0,30.0,38.06,4.21,54.1,-0.8123556652390711,0.33580363247420797,-0.9561155768376728,0.961604979103901,-0.2884121749948768
Taskin Ahmed,31.0,45.0,31.13,5.94,31.4,-0.6159373028001375,-0.340470634151186,1.9911025806534628,-1.107399777244461,-0.2897923680144883
DR Smith,73.0,61.0,37.45,5.02,44.6,-0.4064243828652748,0.2762758831752917,0.4237958148200256,0.09572193129291257,-0.30055450303837616
SA Thomson,51.0,42.0,38.14,4.53,50.5,-0.6552209752879241,0.3436105504150493,-0.4109653974173468,0.6334808767755263,-0.30533675126528825
KM Jarvis,49.0,58.0,36.0,5.3,40.7,-0.44570805535306157,0.1347754954975395,0.9008022218128109,-0.2597458462294931,-0.30538498160847977
ALF de Mel,57.0,59.0,37.91,4.9,46.3,-0.43261349785713266,0.32116566133512964,0.21936449753740483,0.25066942405908904,-0.30595327019718904
Sikandar Raza,71.0,59.0,38.45,4.78,48.2,-0.43261349785713266,0.37386235743581026,0.014933180254782573,0.42384603362128725,-0.3113137672922532
Shoaib Mohammad,35.0,20.0,36.25,4.73,45.9,-0.9433012401983603,0.15917211406266915,-0.07024653527964299,0.21421119046704756,-0.3116095023621085
MJ Clarke,106.0,57.0,37.64,4.98,45.3,-0.4588026128489905,0.29481731328479,0.3556520423924863,0.159523840078985,-0.317198952151313
DT Hondo,56.0,61.0,35.59,5.47,39.0,-0.4064243828652748,0.09476504105072722,1.1904132546298587,-0.4146933389956702,-0.3192273348875477
NAM McLean,45.0,46.0,37.58,4.89,46.0,-0.6028427453042086,0.2889621248291587,0.2023285544305185,0.2233257488650581,-0.32936479335723595
Samiullah Shinwari,65.0,46.0,37.58,4.91,45.8,-0.6028427453042086,0.2889621248291587,0.23640044064428964,0.20509663206903703,-0.3333254857116735
CD McMillan,74.0,49.0,35.04,5.48,38.3,-0.5635590728164218,0.041092480207441606,1.207449197736745,-0.4784952477817433,-0.3334013757447163
HK Olonga,49.0,58.0,34.08,5.76,35.5,-0.44570805535306157,-0.0525905350826563,1.6844556047295287,-0.7337028829260344,-0.33596756051847493
J Botha,75.0,72.0,40.5,4.57,53.0,-0.2623842504100568,0.573914629669873,-0.342821624989806,0.8613448367257864,-0.33870552295397754
RS Kalpage,81.0,73.0,40.75,4.5,54.2,-0.24928969291412786,0.5983112482350027,-0.4620732267380027,0.9707195375019115,-0.3390618129782598
S Sreesanth,52.0,75.0,33.44,6.07,33.0,-0.22310057792227006,-0.11504587860938824,2.21256984104297,-0.9615668428762945,-0.3397644243698894
Arshad Ayub,32.0,31.0,39.22,4.12,57.0,-0.7992611077431422,0.4490039426164092,-1.109439064799639,1.2259271726462027,-0.34118828955152875
GJ Whittall,112.0,88.0,39.55,5.14,46.1,-0.052871330475194184,0.4812074791223801,0.6282271321026478,0.23244030726306864,-0.34868656224082273
SPD Smith,39.0,28.0,34.39,5.4,38.2,-0.8385447802309289,-0.022338728061895324,1.0711616528816634,-0.4876098061797532,-0.349939474717736
CB Mpofu,82.0,91.0,38.6,5.4,42.8,-0.013587657987407449,0.3885003285748879,1.0711616528816634,-0.0683401198712751,-0.3512273798931709
KS Williamson,65.0,37.0,35.4,5.35,39.6,-0.7206937627675687,0.07622361094122823,0.9859819373472364,-0.36000598860760763,-0.3557233306121064
Tauseef Ahmed,67.0,55.0,40.85,4.14,59.0,-0.4849917278408483,0.6080698956610546,-1.0753671785858694,1.4082183406064106,-0.35647819638061107
NN Odhiambo,67.0,70.0,36.92,5.52,40.1,-0.28857336540191464,0.22455505181721674,1.2755929701642843,-0.31443319661755564,-0.368572047691465
SR Tendulkar,270.0,154.0,44.48,5.1,52.2,0.811369464256114,0.9623087972267366,0.560083359675107,0.7884283695417034,-0.37486276554685827
V Sehwag,146.0,96.0,40.13,5.26,45.7,0.051885129492237114,0.5378076341934814,0.8326584493852701,0.19598207367102713,-0.3786407569393854
RS Bopara,74.0,40.0,38.07,4.91,46.5,-0.6814100902797819,0.33677949721681294,0.23640044064428964,0.2688985408551101,-0.3808721422489987
MR Marsh,50.0,44.0,35.54,5.52,38.6,-0.6290318602960664,0.08988571733770089,1.2755929701642843,-0.4511515725877117,-0.38583974380258496
DJ Nash,78.0,64.0,40.96,4.6,53.3,-0.3671407103774881,0.6188044078297117,-0.29171379566915157,0.8886885119198173,-0.39572995861446636
A Zampa,48.0,65.0,36.35,5.71,38.1,-0.35404615288155916,0.16893076148872113,1.599275889195103,-0.4967243645777637,-0.406382109746905
Shafiul Islam,59.0,69.0,35.55,5.92,36.0,-0.3016679228978435,0.09086158208030587,1.9570306944396918,-0.6881300909359823,-0.4153575271204647
ADR Campbell,30.0,12.0,36.16,5.11,42.4,-1.0480577001657916,0.15038933137922214,0.5771193027819934,-0.10479835346331659,-0.41769199521592265
XJ Doherty,56.0,55.0,40.43,4.77,50.7,-0.4849917278408483,0.5670835764716368,-0.00210276285210375,0.6517099935715474,-0.42542063375798217
CH Morris,40.0,48.0,36.58,5.56,39.4,-0.5766536303123507,0.19137565056864012,1.343736742591825,-0.3782351054036287,-0.43338272951729684
MR Gillespie,31.0,37.0,37.0,5.4,41.1,-0.7206937627675687,0.23236196975805806,1.0711616528816634,-0.2232876126374516,-0.45023244319245964
KM Jadhav,42.0,27.0,37.77,5.15,43.9,-0.8516393377268578,0.30750355493865766,0.6452630752095342,0.03192002250683947,-0.45908149759547223
DJ Willey,45.0,52.0,36.32,5.75,37.9,-0.5242754003286351,0.16600316726090547,1.667419661622644,-0.5149534813737848,-0.4606861869595999
IS Sodhi,30.0,39.0,36.66,5.54,39.6,-0.6945046477757109,0.19918256850948143,1.3096648563780553,-0.36000598860760763,-0.46083652101391
P Utseya,160.0,133.0,46.9,4.36,64.4,0.5363837568416069,1.1984680649371917,-0.7005764302343945,1.900404494098973,-0.46547809299004084
Aamer Sohail,125.0,85.0,43.56,4.59,56.8,-0.09215500296298093,0.8725292409070601,-0.3087497387760364,1.2076980558501815,-0.46590814023604654
JA Morkel,52.0,50.0,37.98,5.49,41.4,-0.5504645153204929,0.32799671453336593,1.2244851408436297,-0.19594393744342062,-0.47675060831351695
AF Milne,39.0,41.0,38.56,5.26,43.9,-0.668315532783853,0.38459686960446726,0.8326584493852701,0.03192002250683947,-0.47937271857010744
Akram Raza,48.0,38.0,42.39,3.71,68.4,-0.7075992052716398,0.7583530660222532,-1.8079127321819315,2.264986830019389,-0.4807565922828376
EAE Baptiste,43.0,36.0,41.97,4.09,61.5,-0.7337883202634976,0.7173667468328352,-1.160546894120295,1.6360823005566707,-0.48167261838317715
